date,S&P 500 Health Care (Sector),S&P 500 Real Estate (Sector),S&P 500 Industrials (Sector),S&P 500 Information Technology (Sector),S&P 500 Materials (Sector),S&P GSCI Unleaded Gasoline TR,S&P GSCI Industrial Metals TR,S&P GSCI Crude Oil Capped Component TR,S&P GSCI Agriculture TR,S&P 500 Energy (Sector),S&P 500 Consumer Staples (Sector),S&P 500 Financials (Sector),S&P 500 Consumer Discretionary (Sector),S&P 500 Communication Services (Sector),S&P 500 Bond Index,S&P U.S. Treasury Bill Index,S&P 500 VIX Short-Term Futures 0.5X Leveraged Daily Index (USD) TR,S&P 500 Utilities (Sector),S&P 500
4/17/2019,97.11,99.01,100.15,100.58,99.39,100.15,100.42,99.74,99.72,99.91,100.36,100.18,100.19,100.15,99.99,100.01,100.01,99.79,99.77
4/18/2019,97.25,99.75,101.26,100.86,99.5,101.22,99.88,99.87,100.08,99.39,100.33,99.94,100.14,100.29,100.17,100.03,99.35,99.81,99.93
4/22/2019,97.31,98.71,100.94,101.09,98.83,103.41,99.88,100.24,99.14,101.43,100.29,99.68,99.92,101.02,99.96,100.04,98.54,99.69,100.03
4/23/2019,98.86,99.81,101.84,102.23,99.27,103.68,99.07,100.14,98.72,101.46,100.17,100.26,101.14,101.88,100.07,100.05,98.37,100.06,100.92
4/24/2019,98.73,100.58,101.52,102.23,98.71,103.31,99.5,99.57,97.64,99.59,100.26,100.12,101.11,101.12,100.36,100.05,99.84,100.61,100.69
4/25/2019,99.84,100.4,99.5,102.22,97.43,103.49,98.66,99.06,98,99.31,99.51,100.38,100.63,102.21,100.35,100.06,100.76,101.04,100.66
4/26/2019,100.81,101.09,100.22,101.86,98.23,101.9,98.77,98.27,98.15,98.11,100.43,101.33,101.56,102.99,100.52,100.08,99.14,101.21,101.13
4/29/2019,100.59,100.02,100.49,101.86,98.05,101.06,98.65,98.02,97.23,97.86,100.51,102.27,101.21,103.87,100.41,100.09,99.84,100.56,101.24
4/30/2019,101.13,101.21,101,102.07,98.91,102.92,98.14,97.91,96.82,97.89,101.75,102.43,101.01,101.21,100.55,100.1,99.68,102.25,101.33
5/1/2019,100.83,101.25,100.24,101.8,97.09,102.79,96.73,97.53,97.4,95.76,100.55,101.55,99.87,100.53,100.6,100.1,102.04,101.16,100.57
5/2/2019,101.31,101.4,100.11,101.25,96.57,100.51,96.19,96.63,97.71,94.12,100.46,101.71,99.84,100.03,100.33,100.11,101.82,100.87,100.36
5/3/2019,102.08,102.07,101.35,102.21,97.52,100.92,96.53,96.68,97.23,94.91,101.2,102.55,101.23,101.18,100.43,100.13,99.27,101.53,101.33
5/6/2019,102.68,101.64,100.37,101.37,96.17,99.43,96.53,96.27,96.02,94.85,101.03,101.87,100.59,101,100.53,100.14,102.61,100.87,100.87
5/7/2019,100.68,99.83,98.32,99.23,94.43,96.76,95.97,95.61,96.2,94.26,100.02,100.15,99.12,99.63,100.76,100.14,108.52,100.56,99.21
5/8/2019,100.8,99.87,98.33,99.06,94.33,97.72,95.27,95.71,95.59,94.2,99.87,99.86,99.06,99.27,100.58,100.15,109.27,99.17,99.05
5/9/2019,100.59,100.2,98.13,98.39,93.57,97.42,94.59,95.12,93.89,94.27,99.66,99.72,98.64,99.09,100.66,100.16,108.95,99.08,98.75
5/10/2019,100.52,101.33,98.5,98.56,94.76,97.68,95.05,95.01,93.05,94.34,100.82,100.24,98.68,99.3,100.54,100.18,104.95,100.8,99.12
5/13/2019,98.77,101.34,95.7,94.91,92.7,96.28,93.87,94.25,93.59,92.85,99.99,97.36,95.77,96.8,100.71,100.19,112.91,101.92,96.73
5/14/2019,99.17,101.69,96.72,96.42,93.45,97.11,94.84,95.5,96.17,93.86,100.36,98.14,96.61,97.03,100.65,100.19,109.89,101.03,97.5
5/15/2019,99.44,102.35,96.84,97.37,93.23,98.71,95.73,95.81,96.13,94.3,101.16,97.66,97.36,99.08,100.9,100.2,107.46,100.9,98.07
5/16/2019,100.18,102.89,97.68,98.33,94.48,100.99,96.08,96.8,98.02,94.65,101.91,98.73,98.34,100.04,100.86,100.21,105.29,101.48,98.94
5/17/2019,100.02,102.71,96.6,97.53,94.01,100.5,95.11,96.32,97.53,93.66,101.72,98.15,97.55,99.56,100.9,100.23,106.05,101.97,98.37
5/20/2019,99.98,101.05,96.33,95.82,92.64,98.84,94.01,96.84,99.32,93.72,101.5,98.28,96.87,98.4,100.75,100.24,106.57,102.15,97.7
5/21/2019,100.8,101.9,97.47,96.97,94.04,99.46,93.84,96.87,99.84,94.73,101.18,99.12,97.43,99.34,100.67,100.25,103.75,102.21,98.53
5/22/2019,101.44,102.32,96.68,96.42,93.42,97.98,92.89,95.51,99.41,93.23,101.74,98.63,96.55,99.37,100.86,100.25,103.59,103.04,98.25
5/23/2019,101.07,102.84,95.14,94.76,91.99,94.17,93.12,93.85,98.79,90.32,101.67,97.16,95.26,98.12,101.13,100.27,107.05,103.89,97.08
5/24/2019,101.19,102.99,95.18,94.8,92.45,95.27,93.89,94.93,101.39,90.45,101.27,97.91,95.39,98.12,101.15,100.29,105.3,103.67,97.21
5/28/2019,99.77,101.86,94.28,94.49,91.6,96.41,93.94,95.61,104.46,89.46,99.46,96.83,94.92,98.28,101.39,100.3,107.24,102,96.4
5/29/2019,98.81,100.68,93.85,93.93,91.55,95.62,93.08,95.53,104.19,88.9,98.75,96.73,94.08,97.2,101.25,100.3,108.41,100.63,95.73
5/30/2019,99.33,101.34,94.21,94.49,91.65,92.34,92.71,94.84,107.4,87.85,99.08,96.29,94.56,97.17,101.63,100.31,107.47,100.49,95.93
5/31/2019,98.55,102.12,92.83,92.98,90.52,88.21,92.61,92.73,106.04,86.43,97.68,94.87,93.2,95.19,102.04,100.33,109.58,100.94,94.67
6/3/2019,98.85,102.57,93.49,91.34,93.62,86.71,92.04,92.65,106.88,87.61,98.98,95.52,92.1,92.53,102.34,100.35,109.74,101.98,94.41
6/4/2019,100.52,101.99,95.71,94.32,96.2,85.86,92.53,92.96,106.45,89.02,99.75,98.11,94.53,94.14,102.08,100.36,107.1,102.03,96.43
6/5/2019,101.2,104.37,96.73,95.62,96.95,84.3,91.71,91.3,103.89,88.06,100.86,98.67,94.94,94.26,102.04,100.37,105.63,104.21,97.22
6/6/2019,101.52,104.52,96.74,96.66,98.05,85.04,92,92.33,105.62,89.58,101.68,99.03,95.41,94.67,102.06,100.39,105.09,104.67,97.81
6/7/2019,102.81,104.8,97.57,98.52,98.74,86.32,91.39,92.51,104.68,89.95,102.72,98.83,96.92,96.07,102.44,100.42,105.61,103.86,98.84
6/10/2019,103.13,104.48,97.69,99.49,98.88,85.61,92.3,92.62,105.21,90.25,102.72,99.71,97.94,95.93,102.3,100.42,104.83,103.24,99.3
6/11/2019,102.88,104.66,96.81,99.51,98.81,86.51,92.7,93.06,107.04,90.36,103.14,99.71,98.27,96.21,102.33,100.42,105.15,102.52,99.27
6/12/2019,103.4,104.94,97.01,98.94,99.12,82.93,92.68,92.2,108.7,89.06,103.18,98.77,98.16,95.93,102.44,100.44,104.81,103.89,99.06
6/13/2019,103.29,105.03,97.53,99.15,99.69,84.39,92.51,92.95,110.47,90.17,103.29,99,99.04,97.03,102.6,100.45,104.68,104.05,99.47
6/14/2019,102.99,105.37,97.15,98.33,99.22,85.01,91.72,92.97,111.58,89.51,103.33,99.25,99.28,97.4,102.64,100.47,103.87,105.08,99.31
6/17/2019,103.47,106.56,96.84,98.49,98.29,83.14,91.83,92.88,112.22,90.32,103.11,98.33,99.38,98.44,102.69,100.47,103.3,104.73,99.4
6/18/2019,104.32,106.2,98.67,100.19,99.04,84.66,93.3,94,111.28,91.54,102.52,99.62,100.13,98.84,103.02,100.48,103.28,104.4,100.37
6/19/2019,105.32,106.92,98.65,100.62,98.58,85.14,93.1,93.62,109.83,91.34,102.94,99.41,100.37,99.02,103.32,100.5,100.95,105.25,100.67
6/20/2019,105.74,107.49,100.24,102.06,99.77,87.75,93.52,95.53,110.93,93.36,103.77,99.9,101.02,99.65,103.75,100.51,101.74,105.82,101.62
6/21/2019,106.2,106.31,99.73,101.59,99.45,90.44,93,95.17,109.7,94.12,103.43,99.64,100.66,100.05,103.6,100.53,103,106.31,101.49
6/24/2019,105.67,105.82,99.5,101.75,99.9,90.49,93.69,95.91,110.92,93.25,103.71,99.3,100.14,100.16,104.03,100.54,102.29,106.33,101.32
6/25/2019,105.24,104.39,98.78,99.88,99.9,91.81,95.03,96.33,111.04,92.48,103.65,98.95,99.07,98.56,104.05,100.54,103.51,105.67,100.36
6/26/2019,103.93,102.35,98.98,100.97,99.71,96.16,94.68,97.19,110.71,93.9,102.22,98.79,99.48,98.05,103.8,100.54,103.14,103.4,100.23
6/27/2019,104.58,103.1,99.07,101.25,100.06,95.36,94.15,97.38,110.64,93.16,102.31,99.7,100.06,98.47,104.09,100.55,101.9,103.52,100.61
6/28/2019,104.96,103.4,100.03,101.4,100.92,94.45,94.36,96.42,108.04,94.27,102.38,101.1,100.31,99.24,104.23,100.57,100.37,104.06,101.19
7/1/2019,105.56,103.11,100.27,102.86,101.61,96.14,93.52,96.31,106.24,94.36,102.86,102.25,101.19,99.98,104.32,100.57,98.7,103.74,101.97
7/2/2019,106.01,104.98,100.14,103.16,101.47,93.14,92.71,94.39,105.6,92.72,103.73,102.06,101.51,101.05,104.57,100.58,96.71,105.02,102.27
7/3/2019,106.98,106.53,100.66,103.86,101.98,95.45,93.03,95.59,108.14,93.28,105.13,102.67,102.27,101.77,104.77,100.58,96.32,105.91,103.05
7/5/2019,106.2,105.92,100.14,103.66,101.44,96.09,93.04,95.63,107.78,93.38,104.62,103.06,102.39,101.96,104.34,100.59,97.02,105.73,102.87
7/8/2019,105.41,106.32,99.4,102.9,100.37,94.2,93.14,95.57,107.53,93.47,104.79,102.41,102.58,101.05,104.24,100.6,98.39,105.85,102.37
7/9/2019,105.52,106.87,99.19,103.22,99.36,94.91,93.06,95.8,106.38,93.55,104.18,102.77,102.91,101.33,104.16,100.6,98.46,105.92,102.5
7/10/2019,105.9,107.43,98.91,104.05,99.17,98.11,94.8,97.63,106.99,94.86,104.95,102.29,103.31,102.61,104.16,100.62,96.65,106.25,102.96
7/11/2019,105.92,106.13,99.61,104.4,99.59,96.84,94.68,97.65,108.66,95.04,105.21,102.9,103.48,102.52,103.77,100.63,96.02,106.29,103.19
7/12/2019,104.68,105.71,101.38,105.23,100.61,95.92,94.74,98.02,109.83,95.39,105.56,103.53,104.58,103.17,103.8,100.64,95.24,105.61,103.67
7/15/2019,104.9,105.84,100.96,105.55,100.79,93.95,95.59,97.44,107.63,94.51,105.77,102.98,104.94,103.24,104.03,100.65,95.17,106,103.69
7/16/2019,104.37,105.65,101.62,104.59,100.98,91.87,96.32,96.24,106.45,93.44,105.79,102.72,104.75,103.17,103.88,100.66,95.46,105.4,103.34
7/17/2019,104.39,105.22,99.41,104.28,100.09,91.22,96.37,95.99,106.08,92.37,105.65,101.81,103.81,102.26,104.26,100.67,96.71,105.86,102.66
7/18/2019,104.96,105.07,99.66,105.12,100.52,88.95,96.82,95.04,104.27,92.36,106.52,102.65,103.58,101.35,104.4,100.69,95.51,106.7,103.03
7/19/2019,103.84,103.3,100.11,104.54,100.77,89.4,96.97,95.53,105.87,92.81,105.8,102.15,102.85,100.01,104.33,100.7,97.17,105.15,102.39
7/22/2019,103.68,103.25,100.22,105.82,100.51,89.05,95.61,95.43,104.09,93.22,105.23,102.36,103.02,100.17,104.43,100.7,95.19,104.96,102.68
7/23/2019,104.32,104.3,101.46,106.41,102.51,90.33,95.38,95.86,104.56,93.47,105.89,103.52,103.61,100.47,104.39,100.7,94.03,104.31,103.39
7/24/2019,104.36,104.22,101.87,107.32,102.48,89.85,96.23,95.69,105.15,93.85,105.22,104.47,104.17,101.36,104.56,100.71,92.85,104.39,103.87
7/25/2019,103.78,103.71,101.66,106.47,101.69,90.9,96.02,95.39,104.45,92.76,105.18,103.85,103.51,101.28,104.5,100.71,93.8,104.08,103.32
7/26/2019,104.21,104.06,101.49,107.07,101.73,90.75,95.16,95.12,103.9,92.3,106.43,104.88,103.73,104.57,104.56,100.73,92.87,104.51,104.09
7/29/2019,104.64,104.54,101.31,107.01,101.39,90.4,95.9,95.54,104.6,92,106.69,104.06,103.13,104.08,104.62,100.73,93.2,105.02,103.92
7/30/2019,104.19,105.47,101.7,106.27,101.99,91.93,95.08,95.77,103.57,93,106.89,103.87,102.42,103.38,104.63,100.74,94.96,104.22,103.65
7/31/2019,103.16,105.15,100.63,104.7,100.48,92.76,94.91,95.64,101.85,92.5,104.76,103.42,101.21,102.23,104.86,100.75,97.7,103.67,102.52
8/1/2019,103.26,105.38,98.63,104.15,99.91,87.14,94.21,92.35,99.95,90.4,104.26,101.02,99.9,101.73,105.63,100.76,100.8,104.72,101.6
8/2/2019,103.03,106.19,97.99,102.39,98.7,88.72,92.48,92.79,100.85,89.18,104.38,100.8,98.99,100.92,105.73,100.78,100.67,104.77,100.86
8/5/2019,100.62,104.11,95.28,98.23,96.9,85.55,92.15,92.31,101.16,86.54,101.57,97.52,96.29,97.98,106.2,100.8,110.19,103.19,97.86
8/6/2019,101.9,105.34,96.71,99.81,96.98,84.02,92.21,91.54,100.4,86.48,102.55,98.99,97.7,99.3,106.35,100.8,106.74,104.53,99.13
8/7/2019,101.87,106.33,96.6,100.45,98.26,79.17,91.82,90.39,100.69,85.83,103.74,97.79,98.01,98.89,106.21,100.82,105.93,104.76,99.21
8/8/2019,103.27,107.99,98.21,102.84,100.11,78.89,94.03,92.09,102.2,88.31,104.99,99.41,99.95,101.08,106.36,100.82,102.44,105.83,101.07
8/9/2019,103.46,108.06,97.39,101.56,99.41,78.8,93.17,93.04,102.84,87.2,104.39,99.12,98.98,100.28,106.2,100.84,104.1,105.87,100.4
8/12/2019,102.42,107.88,96.06,100.29,97.8,77.07,93.33,92.44,98.76,85.97,103.71,97.26,97.6,99.29,106.78,100.85,108.75,105.68,99.2
8/13/2019,103.74,107.97,97.16,102.76,98.95,79.15,94.5,93.62,98.22,86.84,104.95,98.41,99.24,100.78,106.59,100.85,103.97,105.72,100.66
8/14/2019,100.8,106.27,94.25,99.57,95.73,76.7,93.6,92.53,97.43,83.26,103.29,94.91,96.12,97.69,107.15,100.87,110.25,104.73,97.71
8/15/2019,101.15,107.69,94.03,99.38,95.72,75.04,93.89,92.21,97.26,82.83,104.85,95.2,96.05,98.16,107.57,100.89,110.26,106.05,97.95
8/16/2019,102.36,108.37,95.82,101.25,97.4,75.79,93.89,92.26,98.44,83.82,106.03,96.97,97.1,99.31,107.4,100.9,106.78,106.43,99.37
8/19/2019,103.37,109.34,96.78,102.83,98.15,76.22,94.03,92.76,97.09,85.61,107.02,97.93,98.31,100.7,107.06,100.9,103.18,107.16,100.57
8/20/2019,102.48,108.46,96.1,102.29,96.96,77.1,93.26,92.67,96.32,84.79,105.73,96.56,98.23,99.7,107.46,100.91,104.33,106.97,99.77
8/21/2019,103.25,109,96.75,103.49,97.47,77.88,93.72,92.6,96.73,85.43,106.09,97,100.03,100.09,107.39,100.91,101.23,107.69,100.6
8/22/2019,102.74,109.46,96.88,103.22,96.79,77,92.8,92.25,96.98,85.01,106.55,97.61,99.97,99.92,107.29,100.91,102.66,107.76,100.55
8/23/2019,100.36,108.06,94.27,99.81,94.43,76.04,92.64,91.33,96.47,82.15,104.8,95.13,97.21,97.33,107.8,100.93,107.62,106.63,97.94
8/26/2019,101.33,109.16,94.96,101.2,94.71,75.09,92.64,91.52,96.59,82.51,105.98,96.16,98.2,98.81,107.69,100.93,107.04,107.89,99.01
8/27/2019,100.78,108.73,94.55,101.07,94.8,76.62,92.99,92.24,96.21,82,105.67,95.49,97.8,98.91,108.18,100.93,108.95,108.04,98.7
8/28/2019,101.49,109.1,95.55,101.16,95.62,77.92,92.8,92.88,96.88,83.15,106.66,96.36,98.87,99.41,108.2,100.94,107.14,107.76,99.34
8/29/2019,102.27,109.89,97.24,102.91,96.73,78.42,93.39,93.47,96.57,84.36,106.66,97.79,100.33,100.74,108.07,100.94,104.92,108.45,100.6
8/30/2019,102.44,110,97.66,102.92,97.38,76.18,93.49,92.51,96.01,84.43,106.48,98.18,99.77,100.66,108.08,100.96,105.71,108.5,100.67
9/3/2019,101.8,111.43,96.28,101.62,96.53,73.23,92.97,92,94.59,83.96,107.02,97.09,99.4,99.62,108.06,100.97,107.27,110.41,99.97
9/4/2019,101.81,112.38,97.53,103.36,97.57,76.34,94.89,94.05,94.83,85.13,108.01,98.14,100.26,101.23,108.2,100.98,104.07,110.57,101.06
9/5/2019,102.81,111.32,99.25,105.56,97.77,76.99,95.54,93.78,94.91,86.21,107.22,100,102.16,102.85,107.56,100.98,102.34,109.25,102.37
9/6/2019,103.13,111.56,99.42,105.4,98.23,78.39,95.7,93.68,94.53,86.66,107.73,100.02,102.38,102.62,107.7,101,100.6,108.89,102.46
9/9/2019,102.18,110.59,99.7,104.64,97.74,78.76,95.95,94.8,95.13,88.26,107.44,101.55,102.69,102.85,107.2,101,100.42,108.21,102.46
9/10/2019,102.48,109.08,100.69,104.13,98.7,78.87,96.56,95.18,96.73,89.41,106.78,101.96,102.3,102.82,106.48,101,100.24,108.32,102.49
9/11/2019,103.52,108.73,101.66,105.18,99.65,77.6,96.26,94.38,96.43,89.43,107.22,102.57,102.46,103.79,106.43,101.01,99.12,109.38,103.23
9/12/2019,103.39,109.34,101.74,105.7,100.37,76.62,96.26,94.83,98.51,88.86,107.54,103.05,102.99,104.17,106.26,101.01,97.97,109.52,103.53
9/13/2019,103.32,107.95,102.26,104.99,101.51,76.46,97.43,95.12,98.88,89.57,106.73,103.91,102.8,104.12,105.46,101.02,97.38,108.9,103.45
9/16/2019,103.08,109.05,102.11,104.71,99.86,86.16,96.11,99.78,100.09,92.52,105.71,103.41,101.46,103.33,105.93,101.02,98.49,108.99,103.13
9/17/2019,103.23,110.57,102.07,105.07,100.57,82.11,95.4,97.23,98.75,91.12,106.29,103.5,102.07,103.63,106.15,101.03,97.93,109.96,103.39
9/18/2019,103.24,110.22,101.92,105.14,100.65,81.18,95.26,96.73,99.11,90.74,106.32,103.95,102,103.54,106.26,101.04,95.93,110.48,103.43
9/19/2019,103.72,110.53,101.42,105.37,100.8,82.82,95.59,96.77,99.17,90.39,106.31,103.54,101.77,103.6,106.42,101.05,95.52,110.88,103.43
9/20/2019,104.35,110.17,100.75,104.19,100.64,82.02,95.78,96.6,98.69,90.46,106.08,102.87,100.58,103.12,107.02,101.07,98.39,111.29,102.92
9/23/2019,103.71,110.43,100.58,104.43,100.39,82.57,95.46,97.42,99.21,90.56,106.46,103.05,100.82,102.72,107.13,101.07,97.05,111.43,102.91
9/24/2019,102.77,110.31,99.93,103.35,99.42,80.99,94.6,96.51,99.38,89.09,106.71,102.08,99.62,101.33,107.56,101.08,100.06,112.61,102.05
9/25/2019,102.28,110.22,100.65,104.64,99.98,79.69,94.71,96.33,99.35,89.29,106.92,102.82,100.58,102.47,106.91,101.09,98.5,112.58,102.68
9/26/2019,101.63,111.22,100.73,104.68,99.77,80.78,93.99,96.13,99.52,88.1,107.45,102.42,100.02,101.66,107.11,101.1,99.07,113.12,102.43
9/27/2019,101.21,110.35,100.31,103.34,99.51,80,94.18,95.82,99.48,88.1,107.36,102.67,99.65,100.71,107.2,101.12,100.6,112.73,101.88
9/30/2019,102.11,110.52,100.52,104.41,100.23,78.01,94.12,95.15,101.76,87.44,107.87,102.56,100.49,101.07,107.33,101.13,98.32,112.8,102.4
10/1/2019,101.13,109.4,98.11,103.52,97.93,78.37,93.82,94.78,102.71,85.42,107.57,100.42,99.71,100.05,107.52,101.14,101.86,112.46,101.14
10/2/2019,99.59,108.81,96.18,101.47,96.1,76.96,93.32,94.21,101.77,83.2,105.56,98.32,97.95,98.69,107.53,101.16,105.03,111,99.33
10/3/2019,100.52,110.09,96.86,102.73,96.51,77.48,93.57,94.33,101.8,84.24,106.32,98.48,98.47,99.51,107.89,101.18,102.59,111.3,100.12
10/4/2019,102.12,110.76,97.92,104.49,97.01,78.35,93.69,94.37,101.47,84.76,107.97,100.38,99.43,100.9,108.14,101.2,100.04,113,101.55
10/7/2019,101.68,110.4,97.39,103.99,96.71,77.7,94.73,94,101.31,83.98,107.11,99.94,98.99,100.94,107.87,101.19,100.56,112.49,101.09
10/8/2019,99.82,109.87,95.86,102.1,95.04,77.7,94.32,94.24,102.63,82.48,106.12,97.92,97.86,99.62,107.94,101.2,104.56,111.36,99.52
10/9/2019,100.51,110.21,96.68,103.58,96.01,77.48,94.09,94.33,102.69,83.36,106.92,98.89,98.74,99.99,107.76,101.21,102.21,111.92,100.42
10/10/2019,101.02,110.41,97.51,104.24,96.95,78.66,95.5,94.83,101.05,84.43,107.14,99.9,99.27,100.63,107.26,101.22,100.74,111.79,101.07
10/11/2019,101.83,110.09,99.43,105.79,98.8,79.32,95.17,96.32,104.02,85.62,107.03,101.18,100.41,101.68,106.9,101.23,98.3,111.4,102.17
10/14/2019,101.8,110.24,99.19,105.69,98.07,78.19,94.54,95.57,104.22,85.52,106.57,101.31,100.34,101.47,,,96.09,110.65,102.03
10/15/2019,103.59,110.38,99.98,106.85,98.73,78.2,94.79,95.42,103.75,85.85,106.15,102.65,101.31,103.12,106.88,101.24,94.78,110.32,103.05
10/16/2019,103.47,110.24,99.93,106.1,99.03,78.89,94.35,95.56,103.68,84.57,106.24,102.4,101.72,103.26,107.05,101.25,94.36,110.58,102.84
10/17/2019,104.25,110.99,100.4,105.85,99.22,78.78,94.44,95.95,104.48,84.6,106.66,102.52,102.04,103.92,107.08,101.26,93.95,110.84,103.13
10/18/2019,103.9,112.07,99.53,104.89,99.12,78.57,95.1,96.02,104.73,84.14,106.86,102.76,101.71,103.02,107.2,101.27,94.24,111.24,102.72
10/21/2019,103.82,112.86,100.13,106,98.77,77.87,95.11,95.52,103.84,85.71,107.21,104.22,102.19,103.44,107,101.28,92.67,111.65,103.43
10/22/2019,104,112.42,100.94,104.55,98.37,78.13,95.09,95.99,103.67,86.83,107.24,103.93,101.46,102.52,107.28,101.28,93.79,112.15,103.06
10/23/2019,104.65,112.61,100.91,104.68,99.02,80.34,95.79,97.05,103.76,87.48,107.74,104.3,101.02,103.17,107.29,101.28,92.98,112.56,103.35
10/24/2019,104.03,112.3,101.04,106.23,99.38,80.97,95.95,97.21,103.44,87.11,108.05,104.26,101.07,102.41,107.3,101.29,92.63,113,103.55
10/25/2019,104.23,110.83,101.68,107.5,100.42,81.45,96.36,97.69,103.45,87.78,107.48,104.77,100.86,103.14,107.21,101.3,91.13,111.77,103.97
10/28/2019,105.31,109.64,101.94,108.86,100.71,81.39,96.48,97.43,103.13,87.24,107.29,105.29,101.24,104.34,107.04,101.3,91.63,110.31,104.55
10/29/2019,106.54,110.06,102.34,107.86,101.38,81.75,97.17,97.39,103.08,87.6,107.24,105.59,100.64,103.35,107.07,101.31,91.36,110.43,104.47
10/30/2019,107.36,110.74,102.68,108.52,101.37,80.56,96.82,97.32,103.44,85.75,107.74,105.44,101.25,103.55,107.48,101.32,89.89,111.39,104.81
10/31/2019,107.22,110.35,101.51,108.39,100.25,79.41,95.57,96.52,103.38,85.34,107.52,104.86,100.78,103.83,107.93,101.34,90.69,111.9,104.49
11/1/2019,107.4,110.03,103.75,109.71,101.71,82.45,96.8,98.28,103.94,87.48,107.52,106.35,101.43,104.69,107.85,101.36,88.91,111.66,105.5
11/4/2019,107.03,108.88,105,110.31,102.51,82.85,97.37,98.54,103.14,90.23,106.51,107.3,101.55,105.12,107.48,101.36,89.21,110.23,105.89
11/5/2019,106.07,106.96,105.21,110.15,102.77,83.39,97.41,99.07,103.51,90.64,106.78,107.75,101.7,105.04,107.07,101.36,90.15,109.1,105.76
11/6/2019,106.67,107.39,105.26,110.13,102.67,80.98,96.96,98.17,103.08,88.57,107.34,108.19,101.76,104.83,107.34,101.37,89.45,109.39,105.84
11/7/2019,106.82,106.24,105.5,110.87,103.34,81.32,97.41,98.64,103.03,89.97,106.93,108.92,101.18,105.53,106.85,101.37,89.03,107.91,106.13
11/8/2019,107.67,105.99,105.67,111.52,103.74,81.11,96.82,98.97,103.49,89.24,106.95,108.94,101.21,105.92,106.72,101.39,88.42,107.51,106.4
11/11/2019,107.23,106.23,105.75,111.59,103.63,79.99,95.5,98.37,102.78,88.74,106.73,108.65,100.93,105.5,,,87.86,106.78,106.19
11/12/2019,107.85,105.38,105.71,111.91,104.06,80.2,95.22,98.96,104.26,88.22,106.98,108.69,100.85,105.82,106.92,101.39,87.73,107.04,106.36
11/13/2019,107.97,106.51,105.29,112.19,103.56,81.22,94.27,99.02,104.05,87.77,107.9,108.07,100.47,106.26,107.14,101.39,87.79,108.61,106.43
11/14/2019,107.89,107.4,105.55,112.04,104.07,80.25,93.38,98.73,104,87.51,107.76,108.16,100.82,106.58,107.54,101.4,87.21,108.86,106.52
11/15/2019,110.27,108.03,106.27,112.98,103.99,81.21,93.66,99.01,103.37,88.1,107.85,108.66,100.96,107.33,107.45,101.41,85.71,109.15,107.34
11/18/2019,109.86,108.57,105.92,113.27,103.76,80.47,92.84,98.11,103.01,86.92,108.43,108.82,101.3,107.64,107.58,101.42,85.39,109.33,107.39
11/19/2019,110.58,108.77,105.8,113.55,103.42,79.59,93.04,97.03,103.32,85.64,108.17,108.99,100.32,107.35,107.79,101.42,85.99,109.06,107.33
11/20/2019,110.48,108.8,105.01,112.72,102.2,82.2,92.93,97.81,103.15,86.53,108.36,108.44,100.04,106.5,108.12,101.42,85.85,109.74,106.93
11/21/2019,110.72,107.29,104.84,112.18,102.08,84.57,92.41,98.61,102.95,87.95,107.78,108.34,99.52,106.77,107.86,101.43,86.28,109.33,106.76
11/22/2019,111.17,106.71,105.41,112.04,102.23,83.15,92.84,98.36,103.39,87.64,107.63,109.16,100.16,106.91,107.88,101.44,84.83,109.36,106.99
11/25/2019,112.35,106.77,106.17,113.64,102.87,83.24,92.54,98.6,104.45,87.78,107.82,109.87,101.05,107.03,108.08,101.44,82.96,108.96,107.79
11/26/2019,112.28,108.31,106.48,113.72,103.41,84.54,93.36,98.86,103.88,86.89,108.71,109.74,101.87,107.42,108.37,101.44,82.42,109.38,108.03
11/27/2019,112.82,108.66,106.29,114.37,103.62,83.49,93.57,98.47,103.2,87.17,108.84,110.15,102.71,108.1,108.22,101.45,82.36,109.48,108.48
11/29/2019,112.42,108.18,105.72,113.98,103.14,79.23,92.63,96.62,104.54,86.28,108.68,109.92,101.93,107.7,108.22,101.46,83.17,109.32,108.05
12/2/2019,111.93,106.29,104.02,112.39,102.17,78.35,92.89,96.77,103.96,86.31,108.96,109.21,101.15,106.77,107.85,101.47,85.83,108.48,107.11
12/3/2019,111.69,107.07,102.87,111.44,101.49,77.83,91.56,96.94,103.57,84.97,108.76,107.77,100.13,106.68,108.56,101.48,87.95,109.02,106.4
12/4/2019,112.71,107.72,103.21,111.83,101.45,79.89,91.98,98.13,103.77,86.31,109.48,108.84,100.53,107.36,108.29,101.49,85.98,109.81,107.08
12/5/2019,112.75,107.78,103.26,112.27,102.11,80.73,91.73,98.21,103.71,85.88,109.28,109.24,100.31,107.78,108.19,101.5,85.33,109.83,107.24
12/6/2019,113.44,107.88,104.56,113.53,103.16,82.08,92.79,98.67,104.13,87.59,109.68,110.72,101.12,108.46,108.06,101.51,84.04,109.58,108.22
12/9/2019,112.67,108.03,104.2,112.98,103.03,82.45,93.14,98.47,104.36,87.38,109.84,110.38,101.19,108.14,108.25,101.52,86.51,109.05,107.87
12/10/2019,112.83,107.3,104.02,112.98,102.42,82.4,93.33,99.01,105.05,87.51,109.46,110.38,100.98,107.76,108.23,101.52,85.78,109,107.76
